0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.609983444213867,-9.66906452178955,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.24391818046569824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.734983444213867,-0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621475160121918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.81657600402832,-0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.875957489013672,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.27381235361099243,0.0,0.0,0.0,0.28487446904182434,0.0,0.0,0.0,1.7941638231277466,0.0,0.0,0.0,-0.0,-5.332271099090576
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.5369630455970764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.340673446655273,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.1546725630760193,0.0,0.0,0.0,0.16176696121692657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.459935188293457,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlif1.recurrent.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8003814220428467,0.0
rlif1.recurrent.bias,0.20921612,0.010658777318894863,0.18322107195854187,-0.14127902686595917,0.07007981836795807,0.07004822790622711,-0.19676698744297028,0.037871815264225006,-0.09246065467596054,-0.17562377452850342,0.09171633422374725,0.13193899393081665,0.06123092770576477,-0.2026883065700531,-0.08717188984155655,-0.024110732600092888,-0.10982491075992584,-0.07943093031644821,-0.1249803975224495,0.07473336905241013
l2.weight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5358418822288513,0.6461467742919922,0.0,0.37650367617607117
l2.bias,-0.22336878,,,,,,,,,,,,,,,,,,,
