,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,0.0,3.2346208,12.951502,5.386149,3.7598329,8.8514385,0.0,0.8970232,11.291005,0.0,9.61286,12.06543,5.756622,0.0,4.9436727,0.0,5.178473,0.0,0.0,2.492118,5.809731,0.7158998,4.5811,4.091632,11.219416,12.081318,1.319124,0.0,2.1610262,0.0,2.8506591,10.396309,6.9825153,1.9359702,8.291232,1.8677615,3.1155138,2.7441123,0.93163425,9.655996,7.4753485,0.0,3.1259031,10.227343,1.1683798,0.0,6.9468145,3.65252,0.0,2.5417466,15.400564,4.1175637,0.0,4.865499,8.777681,18.878448,4.5529876,8.512175,9.730551,7.9930124,0.9092024,0.81831425,4.5485134,5.2536073,3.023786,1.8316997,7.2632494,0.6869559,-10.271831,-5.7490535,-12.805553,-6.31841,-21.195604,-4.9562683,-14.9852495,-3.5540993,-12.023526,-6.2719984,-1.2342604,-11.867283
11,0.0,0.0,1.0902894,6.1747007,4.8056374,5.677783,2.8560426,0.6953656,4.1307383,1.1405702,5.2997193,12.929877,12.926941,0.0,5.459391,4.8453,6.0386395,10.707463,1.2534951,2.998605,0.0,12.874683,4.5490026,1.5784559,1.0265249,1.4044653,3.0305274,6.1615453,9.104539,3.6225355,0.71236795,19.151646,2.2758574,0.0,9.4958725,6.336001,0.0,0.0,7.069307,0.65551275,0.0,9.215014,2.3732493,1.9167197,8.28721,7.9009852,12.187732,17.315546,3.9779134,1.8049915,0.0,1.1684055,0.0,4.5497146,0.0,3.9477196,3.823165,0.0,5.424781,0.6677362,5.0240073,1.2384084,12.218412,2.2055116,0.0,3.6439145,0.0,8.331413,-0.81341153,-8.2914915,-0.9459721,-13.132071,-6.781556,-17.168753,-4.576009,0.0,-13.228271,-3.7706385,-5.112256,-6.3869767
12,9.796303,0.0,1.5771266,8.395117,3.9666114,0.0,3.579841,0.65619576,4.2199244,7.3632174,10.463783,3.6287513,3.3173802,15.599545,4.571919,2.2681797,1.2526608,10.856721,0.0,10.015409,5.5319505,1.5996488,7.8598075,6.0378065,0.7689247,0.0,2.3087082,2.424279,2.447486,0.0,10.514778,2.683254,2.1621244,0.0,1.8111823,4.0483556,7.277196,2.391957,2.69191,7.6215653,2.6025465,7.235522,2.9301107,0.0,8.2128315,3.7608,4.7620597,2.6101897,12.96312,3.623411,2.6146824,2.4461396,0.9130834,1.3158851,10.811476,1.4812707,3.774315,2.1446192,4.94355,15.8391,1.7939305,1.8786601,3.382634,6.003215,2.8691218,3.8090856,3.9780803,1.5392544,-14.850509,-2.649314,-10.359582,-9.857233,-12.273474,-1.360838,-10.349463,0.0,-5.8537374,0.0,-5.8498235,-1.4923161
13,3.0738761,1.9969633,1.3153998,0.0,7.044266,8.332976,0.0,4.0947337,5.6470127,5.337004,2.8579147,5.8296776,0.0,1.4204407,1.4830152,7.022641,4.1015067,0.0,4.8287005,12.492354,1.3779204,6.1547427,0.0,1.91431,0.0,0.9230793,5.648071,0.0,1.7800605,5.8070917,3.625651,0.9459231,4.243771,9.115699,7.587991,4.2947125,2.0296855,14.290791,3.6911469,1.6985486,4.0863633,4.940416,0.0,0.0,9.280159,0.6437467,4.975706,0.0,12.273204,7.983687,4.1504016,12.401609,8.25783,12.856333,4.054357,5.6367517,8.525317,1.0739853,1.823475,1.8738399,11.754162,2.9653075,3.2069938,4.35236,10.747695,0.0,4.6952457,3.7045274,-1.6394346,-5.2698574,-8.651206,-1.8625598,-14.174921,-15.161713,0.0,-2.696221,-10.063892,-6.0744815,0.0,-7.275381
14,7.5225024,15.783342,6.39402,4.73665,1.2222028,5.584362,7.4474854,3.5557084,0.0,1.1215352,1.4319521,4.759227,3.4230716,6.5587482,0.0,14.68128,3.1597755,5.0319023,12.96829,4.098383,3.5163362,13.305996,2.635694,0.0,12.18042,2.976523,5.5858784,1.9287131,4.600758,11.619876,5.6311173,11.055873,4.4129853,0.0,3.2681172,1.6233308,6.5771284,4.17529,0.9948838,10.445588,8.496106,0.0,17.316038,8.498589,8.63894,0.0,4.4785957,0.9601361,9.847014,0.0,1.5549178,7.090218,0.9107073,3.0655303,4.740212,1.7823533,4.396286,15.227987,1.2743983,3.872728,7.94488,12.266319,2.278942,4.318087,10.610923,4.3905864,0.0,2.994626,-2.8702853,-1.7226442,-0.64952886,-9.227893,-1.8589467,-10.979208,-0.0,-8.3856125,-6.267699,0.0,-4.144788,-4.646184
15,1.015504,13.742048,1.9546766,13.756274,3.368427,4.6371903,1.5490127,5.1297092,2.0231059,6.8436,7.0991106,6.644291,6.570019,2.3033092,1.4475348,0.0,1.1050766,5.9452763,3.677999,0.0,2.4374125,0.0,10.461858,1.057192,7.938928,7.395889,1.774864,1.5910932,2.3484015,9.222563,0.0,5.302234,0.0,3.579531,4.542514,1.0419656,3.8289778,6.9145174,8.830857,2.8721683,1.5092555,10.024071,17.479214,15.284952,0.0,1.7355398,3.3337305,0.0,17.711985,2.7175977,5.4612827,1.4437094,2.5550344,0.0,2.5223055,1.8707992,7.515453,4.0568542,4.1594796,6.912438,6.8318377,3.0782874,0.0,4.835954,8.007791,8.876403,6.522068,0.0,-1.8107437,-2.8784916,-5.021707,-3.295582,-12.815429,-3.7423735,-10.639835,-14.861478,-8.611746,-3.3803804,-4.9888678,-5.437904
16,2.1957066,0.0,3.8460467,1.3531427,0.0,5.446345,0.0,1.1028594,6.108211,4.733303,12.941482,0.0,2.6264827,1.7519658,4.194583,2.758968,6.424068,0.62057346,6.5404124,2.2190726,12.164147,0.76555103,0.0,4.4840865,3.2285802,3.9293227,0.0,15.90485,1.779077,5.615694,0.7845946,4.7819357,6.2716346,0.7521424,8.469408,17.155415,4.036532,1.9995941,0.6724806,0.0,0.0,17.97676,8.561169,1.4526753,11.13253,1.1153919,7.7391686,11.168842,6.242324,1.0534225,0.0,5.801837,2.5758479,2.6325595,4.1840754,5.2732954,1.2075151,3.5190103,5.244804,2.4665546,0.0,7.5026712,10.166829,0.86906374,3.4705021,7.009028,3.4864247,2.931283,-2.6111796,-8.310876,-4.990574,-5.8087106,-8.7019,-1.512173,-16.647324,-15.409352,-4.7662973,-5.591739,-13.17334,-2.4755123
17,0.0,5.8434124,0.0,3.3399818,3.7733352,4.483014,6.9679604,2.3474605,0.65868294,0.9658438,13.327702,2.5610223,2.2792046,0.0,7.4628944,3.8133986,0.0,0.0,2.3168435,2.4896686,1.2582763,8.689863,7.812009,0.0,0.6527183,0.0,5.5903206,13.222953,5.500012,3.2962158,6.777344,11.867454,0.0,1.4254972,0.0,6.327519,3.9122975,1.7439898,0.69627213,8.945124,4.4547553,4.039756,1.4514463,5.07865,4.3787436,1.0029987,9.580417,1.6801645,13.552345,0.0,0.0,4.449501,2.5973852,0.0,5.340223,18.555517,16.525314,1.6845263,3.469774,9.333433,8.661833,0.0,5.3617864,3.4578915,1.0485944,8.932669,0.0,3.0206504,-20.37805,-5.4541745,-7.9008684,-2.2218301,-5.2223954,-5.1802883,-12.2084465,-15.334332,0.0,-7.1846905,-7.860087,-21.577286
18,0.0,0.0,6.131479,5.2639194,6.532584,1.18238,8.66789,8.03427,1.9200538,5.1006045,0.0,0.0,0.92719376,0.0,0.0,0.0,5.0045667,9.824347,1.5301199,1.5711954,6.220146,3.4700906,6.655831,0.0,4.7277718,4.9481773,5.707414,0.95936227,2.2903652,17.714783,3.126071,0.0,5.9715853,1.2111411,0.0,2.5396056,5.312237,7.437707,0.0,1.0304329,5.6150603,4.246169,1.4739133,4.638991,0.0,0.0,1.3167411,0.0,10.947044,1.7511127,1.3543615,4.49682,5.024503,6.705796,2.470051,2.8029199,7.9791455,8.813811,0.0,6.361223,12.436018,1.6979138,1.5973765,13.70498,0.0,14.511093,12.542542,1.3276696,-7.3780556,-24.844831,-1.8729934,-5.624972,-4.2475724,-8.892165,-7.7594786,-11.426271,-2.6837237,0.0,-10.7689705,-3.0759308
19,0.0,0.0,0.0,0.0,11.471516,1.7325727,0.0,9.433099,8.329773,1.7163322,2.7045312,3.0466526,2.8922381,7.7973866,5.6449924,0.0,0.9905183,4.5495,0.0,0.0,1.0234835,6.2323527,1.101982,1.6212014,8.290992,10.899663,5.8720407,6.431093,7.4125195,0.0,0.91437274,8.152796,0.0,6.41906,5.145965,2.21036,1.646793,18.642014,3.949473,3.7291603,6.6510215,3.04264,0.0,2.8162081,3.2369244,0.0,8.492137,1.2243966,3.041238,2.6608958,17.329252,2.2276964,6.274178,0.0,0.83741784,1.6800156,1.8166963,0.0,1.7884446,6.4295545,3.7708938,4.449099,7.332688,1.3072509,0.0,1.3698143,0.0,1.7877836,-22.61758,-2.703467,-2.9314091,-2.3257382,0.0,-4.0126634,-5.1999125,-13.868092,-9.190159,-8.957736,-5.29169,-11.998842
20,0.0,6.865134,0.0,5.0259743,2.2034533,9.718142,0.0,1.5129867,8.240814,0.0,5.2770796,9.152667,5.909335,14.572503,3.0556498,2.2252426,1.385468,0.91985863,9.370654,5.466824,5.682357,3.889014,5.027941,11.659946,0.0,15.124844,3.1265695,16.443928,1.7608744,8.350777,12.011034,14.073354,0.0,4.606697,0.0,4.585188,12.880381,0.0,11.957795,0.0,6.8174896,7.5873547,1.5573679,6.528185,3.842957,10.40005,13.945258,8.944575,4.233874,6.939494,9.037405,4.6477556,2.085761,3.4748,1.8513242,4.85922,7.7531567,2.7289832,5.650071,20.284767,3.7413886,3.3939154,4.2687254,8.280234,3.53973,4.969066,5.210122,3.525686,-17.342905,-18.197578,-7.7752423,-2.6135437,-9.32399,-13.723134,-5.106244,-0.0,-13.743347,-12.383283,-0.0,-2.8017097
21,13.036926,7.263754,2.0915651,1.9212985,6.7835693,7.0821543,0.0,7.4631853,0.0,2.1070342,0.0,0.0,14.541761,5.9299655,2.9290116,4.117624,4.8384523,4.27776,17.563526,2.3866107,0.0,8.788722,3.9512339,1.4873453,1.1261047,3.1039262,3.4147334,2.0126781,2.8114228,2.7584934,0.0,6.3012695,4.9173923,3.6958926,0.0,0.0,0.0,0.0,4.6509213,7.3451815,4.5893035,9.161439,3.171947,4.0669518,0.0,6.747988,4.3179784,7.617676,2.8603451,7.9608083,0.0,0.0,4.977667,11.37773,2.5526288,0.0,7.6263328,0.7049381,7.750219,1.4911976,2.911933,1.22963,2.026206,2.1189265,2.4723377,11.041166,11.129855,7.0626707,-1.2941129,-23.1187,-4.419868,-11.103284,-16.988459,-8.076465,-2.0962236,-2.9394245,0.0,-4.8798757,-5.963093,-4.9289274
22,2.5309145,4.9588737,0.0,9.394418,2.328609,6.9158645,5.5750847,0.0,6.0465026,6.3932567,15.259008,6.2383847,1.484246,0.0,4.750066,11.458538,10.494578,8.603456,1.5725987,2.1046348,3.963207,0.0,5.9856215,4.953482,14.561712,1.3699988,3.2801254,0.84202296,0.7472442,0.0,0.0,8.735907,0.0,3.7924235,4.180987,5.649301,0.0,0.75341254,0.0,0.9686022,2.1857162,0.0,6.3781595,0.0,2.8728743,0.0,5.347588,1.3394734,1.6719576,8.346447,1.9030089,0.8318642,0.0,1.2203084,5.249374,14.589305,5.903718,1.0385036,9.827448,7.1337576,0.0,11.554894,0.0,6.074931,2.9902942,3.603669,6.1110334,1.246965,-7.242717,-2.0903687,-7.726351,-1.7919658,-11.459565,-6.249976,-7.5599065,-4.2097697,-2.129126,-7.221659,-18.07396,-13.256373
23,0.99177796,10.437997,0.7535591,17.152416,2.6083622,3.289282,2.808725,3.1646183,0.9094198,7.566452,0.9903359,1.6488738,19.293821,0.871647,0.0,4.950302,5.639568,1.880652,10.796149,4.5005407,3.1489248,5.0347357,0.0,4.8361874,10.233613,3.6549807,3.877158,14.469263,4.783387,2.691122,2.890671,1.5190654,8.624674,0.0,0.0,7.369492,2.6757946,6.286848,2.5638132,4.7058916,16.419794,13.52466,11.530529,1.4012022,7.220876,3.984246,8.320347,3.4400127,8.042781,13.217408,0.0,6.1686497,11.788091,2.1185415,3.1167297,7.694572,2.5632443,6.1376357,3.4945693,1.2996247,9.16228,1.3732196,0.73887855,3.9699445,0.0,0.0,6.168343,4.894114,-6.239542,-1.2301526,-5.13805,-17.460196,-5.1784644,-18.20727,-4.777833,0.0,-4.4997087,-7.51114,-5.826119,-7.3316035
24,1.5157627,2.554194,7.3599124,1.7381068,11.295122,4.879433,0.0,0.0,10.0249405,1.8687675,8.71353,0.0,4.6623297,9.685657,4.9975915,0.0,2.1336448,3.8120413,0.0,1.8454568,5.4060135,8.8402,0.0,0.0,0.8421102,5.9378166,4.541943,5.3056297,2.5481784,3.6696389,0.0,8.361308,0.7460386,3.1124132,1.4046413,0.0,3.2845864,3.9072475,6.6361265,7.2954226,8.544808,0.8120149,3.5235567,0.7086341,0.6693871,3.0983105,4.0567718,5.708935,2.7849946,9.323779,0.9379436,1.9855636,1.0546539,2.3793063,2.8678558,1.0193025,0.0,0.0,6.101948,3.0965605,1.0390462,1.5977145,6.255055,2.769876,1.5839797,9.105775,3.710457,0.0,0.0,-17.552525,0.0,-3.038062,-1.5002977,-11.672511,-12.721297,-4.041184,-1.6981066,-11.203899,-1.3177713,-10.470946
25,0.7393879,1.4108455,5.1243615,1.8007792,3.4280531,4.2779655,2.5565171,5.826615,3.152036,1.4952596,11.348892,0.0,4.875134,12.931767,0.9728849,8.526783,0.0,0.0,4.7966003,2.5543327,1.4800113,2.138009,2.1832292,5.29344,0.0,4.869572,0.6467308,0.0,9.208605,8.795357,0.90262365,0.8748823,26.552803,4.3128214,2.5092998,15.421372,0.0,3.1983464,6.160725,5.43606,0.0,4.0648093,1.4006522,6.800116,0.7959581,0.0,3.1418848,5.955275,2.4149523,4.0530944,0.0,3.9783404,1.0566546,0.9121054,6.0296597,0.7505207,3.7036777,2.9013178,0.0,5.933707,15.135198,4.443993,1.0726507,10.287976,1.8931043,4.8880515,0.0,1.3142595,-1.5933034,0.0,-6.737691,-4.868563,-1.8858659,-0.0,-6.135991,-1.93653,-9.896187,-11.247961,-10.1282835,-1.2474872
26,3.6487627,2.8675601,3.693543,10.7851305,10.221239,14.457844,0.0,8.239646,0.0,4.6494384,10.024143,0.76552683,0.8829475,0.0,5.629097,9.935848,5.564748,13.258054,1.6569686,2.0059478,5.37502,4.1993012,4.393493,1.2394587,11.147594,4.8459816,0.0,5.325225,0.61745167,5.623045,6.4294105,1.7153088,4.836348,3.6590705,0.0,0.0,5.967571,0.8056825,5.780966,14.759265,3.7319343,0.0,5.557124,0.0,9.281203,11.442357,5.3594584,2.101574,0.0,7.118183,5.483631,0.0,8.419512,3.669078,0.80129766,0.0,3.6618307,11.043275,3.298726,11.843166,2.1846142,6.579611,0.0,9.768137,12.493345,3.8559368,10.6758795,0.0,-9.512292,-14.927031,-2.9000392,-7.692251,-6.0466104,-16.46403,-17.36275,-11.776344,-0.7589765,-4.4002256,-8.233728,-11.179977
27,19.598047,3.320213,0.0,6.0020204,8.042394,1.6588367,0.8743922,5.9429207,2.1992996,4.4131575,1.0974,9.462266,0.0,2.8091245,0.94271624,0.0,3.9950907,3.591476,5.8900805,2.5128734,6.7485824,0.0,0.0,1.8974156,7.057793,3.9575999,2.316175,0.932568,0.0,14.012785,7.084758,3.9225492,0.0,1.7024184,4.0954113,6.2134075,1.4381388,4.571957,3.693884,14.93069,7.321943,1.6943549,8.533071,7.428363,4.5362263,2.7692,1.5748079,3.2549286,6.4079623,4.4422965,4.6539516,2.410137,5.9437547,8.402633,0.0,10.78417,1.8671799,9.489364,8.735718,1.1657697,1.5171206,6.9050364,6.1780295,12.231829,5.401543,8.462185,8.267612,0.0,-3.759739,-0.0,-2.85931,-8.592426,-1.1837598,-18.817894,-0.0,-3.6018317,-6.461156,-15.3437605,-0.0,-2.2279701
28,3.416885,16.620487,0.0,7.5622873,12.868631,1.8859712,1.6193391,9.487128,2.0580378,8.12616,2.8232338,0.6234912,2.021785,9.785862,1.5770581,4.9275136,5.3791676,9.196449,2.5884643,6.7272105,0.0,9.024519,0.0,7.033831,0.0,8.245317,6.4641905,5.675723,8.573563,0.0,14.602026,4.921847,15.346982,7.1036506,20.309788,5.595424,1.6589146,2.114435,2.8481858,13.5958395,13.388817,1.7632214,1.0774255,1.6177213,11.6300955,2.4786673,6.351765,5.451079,1.9321988,1.1996742,1.4783367,0.7958024,1.2749666,0.0,4.359811,6.764443,9.713808,12.031052,2.5004513,8.343814,0.9034015,18.867113,7.2039866,0.0,5.5232325,13.116585,6.0477576,7.7655897,-3.9520216,-0.0,-10.420986,-5.1703997,-13.907934,-9.76477,-14.5610695,-7.752387,-9.314577,0.0,-6.639848,-7.115269
29,3.4613028,0.0,0.0,5.0947566,1.9133519,6.7322083,0.0,6.709433,1.8992496,8.162359,1.8179095,4.3301215,6.5998845,13.439384,0.0,0.0,1.0832477,0.0,3.697455,6.456659,8.320031,2.99787,1.0352192,0.0,8.112606,7.78019,3.9331875,2.839751,5.573003,3.2123394,1.6344262,0.9790102,8.435892,7.9441094,0.0,0.8274189,3.1088178,0.0,10.64466,0.0,12.702187,1.0654124,4.4092765,11.990409,0.8599224,0.0,3.3453164,0.0,2.7888832,8.82415,4.856777,1.3109608,0.0,2.8894646,2.6120422,2.5484784,0.61860484,4.8834515,5.487489,14.208772,0.0,9.931826,0.0,9.4502125,0.0,1.6683261,3.204446,8.29683,-3.1564429,-13.194014,-8.892673,-7.6781907,-15.560861,-0.9711176,-4.8878965,-3.8145132,-17.069988,-4.4642954,-1.4999319,-7.538329
30,0.0,3.2098181,3.2959542,0.0,12.740647,1.6690931,10.241083,1.3088565,3.9417996,14.882467,7.146084,3.3290882,4.2370625,3.2130723,1.9617802,0.0,1.6584644,5.180209,0.0,0.0,1.8216319,0.0,12.203636,0.85418683,1.7379643,4.647566,0.0,13.538059,11.900436,7.4124393,2.6471574,4.991598,0.0,0.0,13.38151,0.791785,7.302258,8.482467,20.668493,3.5842829,5.9805856,0.0,1.6738673,1.4960603,1.4439437,4.363699,7.684474,5.775467,7.0863643,12.630957,22.011728,0.0,5.1091366,4.383182,5.581332,0.899205,2.020795,5.4133973,0.0,0.0,2.61679,4.859088,5.5826497,3.4427292,0.0,2.9898882,8.211569,1.590784,-18.355642,-7.3894444,-11.870471,-12.668718,-3.2538378,-14.87985,0.0,-23.54691,-1.9022402,-1.3569294,-5.3156075,-0.7988787
